ticker,date,open,high,low,close,adj close,volume
AAPL,2/8/2021,136.03,136.95,134.93,136.91,136.678,68005611
AAPL,2/5/2021,137.35,137.41,135.86,136.76,136.528,72317009
AAPL,2/4/2021,136.3,137.4,134.6,137.39,136.952,77881383
AAPL,2/3/2021,135.76,135.74,133.61,133.94,133.513,82762729
AAPL,2/2/2021,135.73,136.3,134.61,134.99,134.56,79426446
AAPL,2/1/2021,133.75,135.38,130.932,134.14,133.713,104212352
AAPL,1/29/2021,135.83,136.74,130.21,131.96,131.54,172209910
AAPL,1/28/2021,139.52,141.99,136.7,137.09,136.653,137245542
AAPL,1/27/2021,143.43,144.3,140.41,142.06,141.608,121162513
AAPL,1/26/2021,143.6,144.3,141.37,143.16,142.704,90636757
AAPL,1/25/2021,143.07,145.08,136.54,142.92,142.465,153806577
AAPL,1/22/2021,136.28,139.85,135.02,139.07,138.627,110666570
AAPL,1/21/2021,133.8,137.34,133.59,136.87,136.434,113921749
AAPL,1/20/2021,128.66,132.49,128.55,132.03,131.609,98769961
AAPL,1/19/2021,127.78,128.71,126.938,127.83,127.423,85222175
AAPL,1/15/2021,128.78,130.21,127,127.14,126.735,104078002
AAPL,1/14/2021,130.8,131,128.78,128.91,128.499,85227957
AAPL,1/13/2021,128.76,131.45,128.49,130.89,130.473,85493977
AAPL,1/12/2021,128.5,129.69,126.86,128.8,128.39,88574402
AAPL,1/11/2021,129.19,130.17,128.5,128.98,128.569,94165104
AAPL,1/8/2021,132.43,132.63,130.23,132.05,131.629,100750234
AAPL,1/7/2021,128.36,131.63,127.86,130.92,130.503,103598654
AAPL,1/6/2021,127.72,131.05,126.382,126.6,126.197,151824099
AAPL,1/5/2021,128.89,131.74,128.43,131.01,130.593,92540792
AAPL,44200,133.52,133.612,126.76,129.41,128.998,136307431
AAPL,44196,134.08,134.73,131.73,132.69,132.267,96942531
AAPL,44195,135.58,135.99,133.4,133.72,133.294,92882124
AAPL,44194,138.05,138.785,134.341,134.87,134.44,118511954
AAPL,44193,133.99,137.34,133.51,136.69,136.255,120946937
AAPL,44189,131.32,133.46,131.1,131.97,131.55,54213606
AAPL,44188,132.16,132.42,130.78,130.96,130.543,84060162
AAPL,44187,131.61,134.405,129.655,131.88,131.46,165746075
AAPL,44186,125.02,128.31,123.449,128.23,127.822,109818100
AAPL,44183,128.96,129.1,126.12,126.655,126.257,177419205
AAPL,44182,128.9,129.565,128.05,128.7,128.29,84467153
AAPL,44181,127.41,128.36,126.56,127.81,127.403,93389066
AAPL,44180,124.34,127.9,124.13,127.88,127.473,150402367
AAPL,44179,122.6,123.35,121.57,121.78,121.392,77181641
AAPL,44176,122.43,122.76,120.55,122.41,122.02,81462378
AAPL,44175,120.5,123.865,120.15,123.24,122.847,77885250
AAPL,44174,124.53,125.95,121.07,121.78,121.392,109124916
AAPL,44173,124.37,124.98,123.095,124.38,123.984,76202105
AAPL,44172,122.31,124.57,122.25,123.75,123.356,78742725
AAPL,44169,122.6,122.861,121.52,122.25,121.861,70143416
AAPL,44168,123.52,123.78,122.21,122.94,122.548,73350013
AAPL,44167,122.02,123.37,120.89,123.08,122.688,81436335
AAPL,44166,121.01,123.469,120.01,122.72,122.329,121958626
